Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EK,Livestock Patterns,2,Afghanistan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,3,Albania,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,4,Algeria,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,7,Angola,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,8,Antigua and Barbuda,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.3,Fc,Calculated data
EK,Livestock Patterns,9,Argentina,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,1,Armenia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,10,Australia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,11,Austria,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.1,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.22,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.56,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,23,Belize,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,53,Benin,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,18,Bhutan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,19,Bolivia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,80,Bosnia and Herzegovina,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,20,Botswana,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,21,Brazil,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,26,Brunei Darussalam,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,27,Bulgaria,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,233,Burkina Faso,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.1,Fc,Calculated data
EK,Livestock Patterns,29,Burundi,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.12,Fc,Calculated data
EK,Livestock Patterns,35,Cabo Verde,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.21,Fc,Calculated data
EK,Livestock Patterns,32,Cameroon,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,33,Canada,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,37,Central African Republic,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.1,Fc,Calculated data
EK,Livestock Patterns,39,Chad,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,40,Chile,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,96,Hong Kong,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,41,China,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,214,Taiwan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,44,Colombia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,45,Comoros,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,46,Republic of Congo,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,47,Cook Islands,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,48,Costa Rica,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,107,C̫te d'Ivoire,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.27,Fc,Calculated data
EK,Livestock Patterns,167,Czech Republic,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,116,North Korea,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.13,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,72,Djibouti,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,55,Dominica,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,56,Dominican Republic,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,58,Ecuador,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,59,Egypt,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.11,Fc,Calculated data
EK,Livestock Patterns,60,El Salvador,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,61,Equatorial Guinea,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,178,Eritrea,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,63,Estonia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,209,Eswatini,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,238,Ethiopia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,66,Fiji,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,67,Finland,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,68,France,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,70,French Polynesia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,74,Gabon,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,75,Gambia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,73,Georgia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,79,Germany,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,81,Ghana,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,84,Greece,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,86,Grenada,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,89,Guatemala,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,90,Guinea,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,175,Guinea-Bissau,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,91,Guyana,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,93,Haiti,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.1,Fc,Calculated data
EK,Livestock Patterns,95,Honduras,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,97,Hungary,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,99,Iceland,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,100,India,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,102,Iran,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.11,Fc,Calculated data
EK,Livestock Patterns,110,Japan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,112,Jordan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,108,Kazakhstan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,114,Kenya,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.1,Fc,Calculated data
EK,Livestock Patterns,118,Kuwait,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.12,Fc,Calculated data
EK,Livestock Patterns,113,Kyrgyzstan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,120,Laos,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,119,Latvia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,121,Lebanon,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,122,Lesotho,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,123,Liberia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,124,Libya,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,126,Lithuania,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,256,Luxembourg,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,129,Madagascar,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,130,Malawi,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,131,Malaysia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,133,Mali,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,134,Malta,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,136,Mauritania,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,137,Mauritius,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,138,Mexico,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,145,Micronesia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,141,Mongolia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,143,Morocco,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,144,Mozambique,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,28,Myanmar,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,147,Namibia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,149,Nepal,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.21,Fc,Calculated data
EK,Livestock Patterns,150,Netherlands,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,153,New Caledonia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,156,New Zealand,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,157,Nicaragua,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,158,Niger,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,159,Nigeria,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,154,Macedonia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,162,Norway,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,221,Oman,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.12,Fc,Calculated data
EK,Livestock Patterns,165,Pakistan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.17,Fc,Calculated data
EK,Livestock Patterns,299,Palestina,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,166,Panama,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,168,Papua New Guinea,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,169,Paraguay,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,170,Peru,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,171,Philippines,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,173,Poland,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,174,Portugal,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,177,Puerto Rico,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,179,Qatar,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.26,Fc,Calculated data
EK,Livestock Patterns,117,South Korea,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,146,Moldova,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,183,Romania,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,185,Russia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,184,Rwanda,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.15,Fc,Calculated data
EK,Livestock Patterns,188,Saint Kitts and Nevis,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.16,Fc,Calculated data
EK,Livestock Patterns,189,Saint Lucia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,191,Saint Vincent and the Grenadines,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.12,Fc,Calculated data
EK,Livestock Patterns,193,Sao Tome and Principe,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,194,Saudi Arabia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,195,Senegal,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,272,Serbia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,196,Seychelles,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.22,Fc,Calculated data
EK,Livestock Patterns,197,Sierra Leone,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,200,Singapore,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,199,Slovakia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,198,Slovenia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,201,Somalia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,202,South Africa,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,203,Spain,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,38,Sri Lanka,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,206,Sudan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,207,Suriname,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,211,Switzerland,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,212,Syria,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,208,Tajikistan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,226,Uganda,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,230,Ukraine,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,225,United Arab Emirates,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.48,Fc,Calculated data
EK,Livestock Patterns,229,United Kingdom,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,215,Tanzania,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,231,United States,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,234,Uruguay,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,235,Uzbekistan,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,155,Vanuatu,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,236,Venezuela,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,237,Vietnam,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,249,Yemen,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,251,Zambia,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,181,Zimbabwe,7213,Livestock units per agricultural land area,1016,Goats,2010,2010,LSU/ha,0.03,Fc,Calculated data
